Mon Oct 20 21:05:39 +0000 2014,@ShelbyCrossland,RT @kymfox: The 1st thing you have to be good at is editing and journalism. That will never change. @clockwerks @voxmedia #mcweek
Mon Oct 20 21:03:12 +0000 2014,@MariahSimank,RT @UniversityStar: RT "HoustonYork1: .@KoltenParker: "where I learned most about the foundation of journalism was in my job at @University
Mon Oct 20 21:02:34 +0000 2014,@BAMitsjustMARY,Its not just about journalism or advertising. You can really build a platform on what you want to make the world about. #mcweek
Mon Oct 20 21:01:55 +0000 2014,@UniversityStar,RT "HoustonYork1: .@KoltenParker: "where I learned most about the foundation of journalism was in my job at @UniversityStar" #mcweek..
Mon Oct 20 20:59:55 +0000 2014,@HoustonYork1,.@KoltenParker: "where I learned most about the foundation of journalism was in my job at @UniversityStar" #mcweek #fdom14 #txst
Mon Oct 20 20:55:07 +0000 2014,@Leah_Clark90,Kolten Parker is making it happen, journalism in the modern world. #mcweek #FDOM14
Mon Oct 20 20:44:41 +0000 2014,@kymfox,The 1st thing you have to be good at is editing and journalism. That will never change. @clockwerks @voxmedia #mcweek
Mon Oct 20 19:26:47 +0000 2014,@CindyRoyal,"Hacker culture meets journalism." - @clockwerks Yup. @HacksHackers was on the front of that. #mcweek
Mon Oct 20 19:25:53 +0000 2014,@holly_wise,Hacker culture meets journalism. Sweet. Collaborating team of editorial and developers #mcweek
Mon Oct 20 18:33:17 +0000 2014,@HoustonYork1,@KoltenParker @txst alum and digital news editor @mySA will be on campus for #mcweek, looking forward to some great journalism tips! #FDOM14
Mon Oct 20 16:34:21 +0000 2014,@hjgFDOM14,Interested in promotions, journalism and broadcasting? Check out KTSW! #MCweek http://t.co/o30UYsEhCK
